// Tu-16N Badger Tanker
//	1	10	5	13	21164	63	10094
// Tu-22 Blinder
	1	4	6	6	21126	426	10072
// Tu-95MS Bear
	1	4	7	6	21127	418	10124
// Tu-160 Blackjack
	1	4	5	6	21125	425	10072
// TR-1
//	1	9	4	11	21157	430	10079
// U-2 Dragon Lady
	1	9	6	11	21159	431	10079
// AH-1 Cobra
	5	1	1	4	21179	551	10095
// AH-64A Apache
	5	1	2	4	21180	4	10067
// AH-64D Longbow
	5	1	3	4	21181	5	10067
// AH-66 Comanche
	5	1	4	4	21182	462	10067
// CH-46 Sea Knight
	5	3	1	14	21189	552	10071
// CH-47 Chinook
	5	3	2	14	21190	11	10071
// KA-50 Hokum
	5	1	5	4	21183	65	10081
// MD-500 Defender
	5	2	1	12	21187	67	10084
// MH-60R Seahawk
	5	1	9	4	21949	604	10096
// Mi-8 Hip
	5	1	8	4	21186	436	10091
// Mi-24 Hind
	5	1	6	4	21184	66	10085
// MV-22 Osprey
	1	11	12	1	21175	435	10145
// OH-58D Kiowa Warrior
	5	2	2	12	21188	68	10091
// UH-1N Huey
	5	3	5	14	21193	69	10095
// UH-60L Black Hawk
	5	3	6	14	21194	70	10096
