# NAVAIDS FOR ISRAEL THEATER v1.0 - FALCON BMS 4.33
#
#------- ISRAEL -------
# BEN GURION
546 019 Y 999 0 1 0 118200 0 0 0 0
# EL TOR
542 020 Y 999 0 1 0 121300 0 0 0 0
# EMBABA
543 021 Y 999 0 1 0 122600 0 0 0 0
# FAID
330 022 Y 999 0 1 0 120600 0 0 0 0
# GEBEL EL BASUR
545 023 Y 999 0 1 0 123600 0 0 0 0
# HURGHADA
352 112 X 999 150 1 0 119600 0 11030 0 0
# HULWAN
547 024 Y 999 0 1 0 122500 0 0 0 0
# INSHAS
548 025 Y 999 0 1 0 122200 0 0 0 0
# JINKALIS NEW
549 026 Y 999 0 1 283000 135850 0 0 0 0
# KIRBAN
550 027 Y 999 0 1 0 120300 0 0 0 0
# KOM AWASHIM
551 028 Y 999 0 1 0 123200 0 0 0 0
# LUXUR
552 091 X 999 150 1 0 119900 11110 0 0 0
# NEW VALLEY
372 085 X 999 150 1 0 122300 0 0 0 0
# PORT SAID
554 077 X 999 200 1 0 120700 0 0 0 0
# QUASWYINA
519 029 Y 999 0 1 0 135500 0 0 0 0
# RAS JIMSHA NEW
556 030 Y 999 0 1 0 120950 0 0 0 0
# RAS NASRANI
557 089 X 999 200 1 0 118950 0 10950 0 0
# RAS SHUKHAYAR NEW
558 031 Y 999 0 1 0 120800 0 0 0 0
# RAS SUDR
559 032 Y 999 0 1 0 119400 0 0 0 0
# ST CATHRINE
553 033 Y 999 0 1 0 121900 0 0 0 0
# TANTA
530 018 Y 999 0 1 0 122900 0 0 0 0
# WADI ABU SHIFAT
544 034 Y 999 0 1 0 121150 0 0 0 0
# WADI AL JANDALI
562 035 Y 999 0 1 0 121750 0 0 0 0
#------- IRAQ -------
# H 3
335 036 Y 999 0 1 0 126100 0 0 0 0
# H 3 (Strip)
1731 037 Y 999 0 1 372300 0 0 0 0 0
# H 3 NORTH WEST
44 038 Y 999 0 1 0 126300 0 0 0 0
# H 3 SOUTH
45 039 Y 999 0 1 0 126250 0 0 0 0
#------- JORDAN -------
# AL GADHAF (Strip)
1719 041 Y 999 0 1 254100 0 0 0 0 0
# AL QANTRANAH (Strip)
1717 042 Y 999 0 1 255700 0 0 0 0 0
# AL QUWAYHRA (Strip)
1715 043 Y 999 0 1 256400 0 0 0 0 0
# AQABA INT
39 078 X 999 130 1 0 118050 0 11010 0 0
# AZRAQ (Strip)
1725 044 Y 999 0 1 252500 0 0 0 0 0
# GURIAT
31 094 X 999 150 1 0 122800 11090 0 0 0
# H 4
46 045 Y 999 0 1 0 125700 0 0 0 0
# HIGHWAY H (Strip)
1721 046 Y 999 0 1 251250 0 0 0 0 0
# KING ABDULLHA BEN
50 111 X 999 150 1 0 118100 10950 0 0 0
# KING FAISAL
51 047 Y 999 0 1 0 128500 0 0 0 0
# KING HUSSEIN
62 048 Y 999 0 1 0 125600 0 0 0 0
# PRINCE HASSAN
236 049 Y 999 0 1 0 128900 0 0 0 0
# QUEEN ALIA INT
237 099 X 999 130 1 0 119800 11110 10930 0 0
# RUWAYSHID
528 040 Y 999 0 1 0 125800 0 0 0 0
# SHAHEED MWAFFAQ
541 050 Y 999 0 1 0 125100 0 0 0 0
# WADI EL MURBHA (Strip)
1730 051 Y 999 0 1 257800 0 0 0 0 0
#------- LEBANON -------
# ALAT
16 052 Y 999 0 1 0 119300 0 0 0 0
# RAFIC HARIRI INTL
24 073 X 999 200 1 0 118900 11190 11070 10950 11010
# RIYAQ
333 053 Y 999 0 1 0 119700 0 0 0 0
# WUJAH AL HAJAR
370 109 X 999 130 1 0 119100 0 0 0 0
#------- SAUDI ARABIA -------
# AL BIR (Strip)
1713 054 Y 999 0 1 299300 0 0 0 0 0
# PRINCE SULTAN BIN ABDULAZIZ
356 104 X 999 130 1 298300 125900 10950 11190 0 0
# QALIBHA (Strip)
1711 055 Y 999 0 1 296200 0 0 0 0 0
# TURAIF
368 108 X 999 130 1 0 122750 0 10830 0 0
# WEJH
369 086 X 999 150 1 0 122850 0 11070 0 0
#------- SYRIA -------
# AL QUSAYR
12 056 Y 999 0 1 0 127300 0 0 0 0
# AN NASARIYAH
22 057 Y 999 0 1 0 127700 0 0 0 0
# AS SUWAYDA WEST
511 058 Y 999 0 1 0 126400 0 0 0 0
# DAMASCUS INT
29 106 X 999 150 1 0 118500 10990 0 0 11110
# DUMYAR
30 059 Y 999 0 1 0 126900 0 0 0 0
# KALHALHAK
49 060 Y 999 0 1 0 126500 0 0 0 0
# MARJ RUHAYYIL
354 061 Y 999 0 1 0 126600 0 0 0 0
# MEZZE
64 062 Y 999 0 1 0 126800 0 0 0 0
# PALMYR
232 063 Y 999 0 1 0 121950 0 0 0 0
# SAYQAL
538 064 Y 999 0 1 0 127000 0 0 0 0
# SHAYRAT
355 065 Y 999 0 1 0 127200 0 0 0 0
# TIYAS
367 066 Y 999 0 1 0 127400 0 0 0 0
#------- AIRCRAFT CARRIER -------
# USS CARL VINSON CVN70
25 013 X 999 100 1 226300 116300 0 0 0 0
#
# Created 2 August 2015 by Nikos Efstratiou
# ITO by 108th VFS
