     0.4056      0.6243      0.9110     1.2407     1.4120     1.5802     1.7495
     1.8243      1.9008      2.1050     2.2323     2.2890     2.3011     2.4900
#
# MACH    1.1
     0.3884      0.2601      0.1731     0.0809     0.1000     0.1666     0.2258
     0.4176      0.6355      0.9290     0.1200     0.2788     1.6002     1.7700
     1.8378      1.9100      2.1160     2.2770     2.3200     2.3105     2.4100
# MACH    2.5
     0.4052      0.2748      0.1907     0.0957     0.1357     0.1807     0.2307
     0.4327      0.6518      0.9428     1.1983     1.3837     1.6221     1.7911
     1.8523      1.9203      2.1313     2.2913     2.3364     2.3274     2.4264
#
#     SIDE FORCE DERIVATIVE CY-BETA 
#
# Table Multiplier
0.4
#
# MACH    0.0
    -0.0110     -0.0109     -0.0166    -0.0182    -0.0192    -0.0187    -0.0163
    -0.0176     -0.0164     -0.0158    -0.0141    -0.0090    -0.0077    -0.0051
    -0.0046     -0.0032     -0.0024    -0.0011    -0.0010     0.0000     0.0000
#
# MACH    0.2
    -0.0110     -0.0109     -0.0166    -0.0182    -0.0192    -0.0187    -0.0163
    -0.0176     -0.0164     -0.0158    -0.0141    -0.0090    -0.0077    -0.0051
    -0.0046     -0.0032     -0.0024    -0.0011    -0.0010     0.0000     0.0000
#
# MACH    0.8
    -0.0120     -0.0118     -0.0180    -0.0195    -0.0197    -0.0200    -0.0174
    -0.0182     -0.0171     -0.0168    -0.0155    -0.0142    -0.0120    -0.0100
    -0.0100     -0.0077     -0.0065    -0.0030    -0.0020    -0.0010     0.0000
#
# MACH    0.9
    -0.0160     -0.0122     -0.0210    -0.0280    -0.0286    -0.0300    -0.0250
    -0.0267     -0.0223     -0.0215    -0.0187    -0.0172    -0.0166    -0.0154
    -0.0150     -0.0100     -0.0066    -0.0040    -0.0030    -0.0015     0.0000
#
# MACH    1.0
    -0.0170     -0.0172     -0.0270    -0.0330    -0.0350    -0.0333    -0.0321
    -0.0288     -0.0254     -0.0231    -0.0207    -0.0188    -0.0173    -0.0164
    -0.0156     -0.0142     -0.0122    -0.0105    -0.0070    -0.0016     0.0000
#
# MACH    1.1
     -0.0172     -0.0173     -0.0272    -0.0335    -0.0355    -0.0338    -0.0326
     -0.0292     -0.0260     -0.0240    -0.0210    -0.0200    -0.0180    -0.0169
     -0.0161     -0.0150     -0.0127    -0.0110    -0.0080    -0.0016     0.0000
#
# MACH    2.5
     -0.0161     -0.0162     -0.0194    -0.0194    -0.0215    -0.0216    -0.0214
     -0.0215     -0.0205     -0.0179    -0.0153    -0.0105    -0.0086    -0.0044
     -0.0016     -0.0004      0.0000     0.0000     0.0000     0.0000     0.0000
#
#
#
#     PROPULSION DATA 
#
#
# Thrust multiplier
1.5
#
# Fuel Flow Multiplier
1.2
#
#     MACH BREAKPOINTS
#
# num MACH         
14
     0.0     0.2     0.4     0.6     0.8     0.9     1.0
     1.1     1.2     1.4     1.6     1.8     2.0     2.5 
#
#     ALTITUDE BREAKPOINTS
#
# num ALT        
8
        0.0     5000.0    10000.0    15000.0    20000.0
    35000.0     50000.0   70000.0
#
#     THRST1 - THRUST AT IDLE (THROTL = 0.0) 
#
# ALT       0 
     -900.0      -900.0     -1600.0    -3200.0    -6100.0    -7900.0    -7900.0
    -7900.0     -7900.0     -7900.0    -7900.0    -7900.0    -7900.0    -7900.0
#
# ALT    5000  
     -500.0      -500.0     -1000.0    -2300.0    -4700.0    -6300.0    -6300.0
    -6300.0     -6300.0     -6300.0    -6300.0    -6300.0    -6300.0    -6300.0
#
# ALT   10000
     -200.0      -200.0      -400.0    -1500.0    -3500.0    -4800.0    -4800.0
    -4800.0     -4800.0     -4800.0    -4800.0    -4800.0    -4800.0    -4800.0
#
# ALT   15000
      200.0       200.0       100.0     -800.0    -1500.0    -3600.0    -3600.0
    -3600.0     -3600.0     -3600.0    -3600.0    -3600.0    -3600.0    -3600.0
#
# ALT   20000
      400.0       400.0       150.0     -600.0    -1200.0    -2400.0    -2400.0
    -2400.0     -2400.0     -2400.0    -2400.0    -2400.0    -2400.0    -2400.0
#
# ALT   35000
      600.0       600.0       200.0     -400.0     -800.0    -1800.0    -1800.0
    -1800.0     -1800.0     -1800.0    -1800.0    -1800.0    -1800.0    -1800.0
#
# ALT   50000
      800.0       800.0       400.0     -200.0     -400.0     -900.0     -900.0
     -900.0      -900.0      -900.0     -900.0     -900.0     -900.0     -900.0
#
# ALT  70000
        0.0         0.0         0.0        0.0        0.0        0.0        0.0
        0.0         0.0         0.0        0.0        0.0        0.0        0.0
#
#     THRST2 - THRUST AT MIL POWER SETTING (THROTL = 1.0)
#
#14
#       0.0         0.2         0.4        0.6        0.8        0.9        1.0
#       1.1         1.2         1.4        1.6        1.8        2.0        2.5 
# ALT       0
    11000.0     12000.0     13000.0    18000.0    21000.0    26000.0    27000.0
    30000.0     31000.0     31000.0    31000.0    31000.0    31000.0    31000.0
#
# ALT    5000
    10000.0     11000.0     12000.0    15000.0    20000.0    23000.0    24000.0
    27000.0     28000.0     28000.0    28000.0    28000.0    28000.0    28000.0
#
# ALT   10000
     9000.0      9000.0     10000.0    14000.0    17000.0    20000.0    21000.0
    23000.0     24000.0     24000.0    24000.0    24000.0    24000.0    24000.0
#
# ALT   15000
     8000.0      8000.0      9000.0    10000.0    13000.0    15500.0    16000.0
    17000.0     17000.0     17000.0    17000.0    17000.0    17000.0    17000.0
#
# ALT   20000
     7000.0      7000.0      8000.0     8000.0    11000.0    13000.0    15000.0
    16000.0     16000.0     16000.0    16000.0    16000.0    16000.0    16000.0
#
# ALT   35000
     5000.0      5000.0      5000.0     4000.0     5000.0     6000.0     8000.0
    10000.0     13000.0     13000.0    13000.0    13000.0    13000.0    13000.0
#
# ALT   50000
     2500.0      2500.0      2500.0     2000.0     2500.0     3000.0     4000.0
     5000.0      6500.0      6500.0     6500.0     6500.0     6500.0     6500.0
#
# ALT  70000
        0.0         0.0         0.0        0.0        0.0        0.0        0.0
        0.0         0.0         0.0        0.0        0.0        0.0        0.0
#
#     THRST3 - THRUST AT FULL AFTERBURNER (THROTL = 1.5)
#
# ALT       0
    18000.0     21000.0     25000.0    27000.0    34000.0    37000.0    38000.0
    42000.0     42000.0     42000.0    42000.0    42000.0    42000.0    42000.0
#
# ALT    5000
    17000.0     18000.0     21000.0    24000.0    31000.0    36000.0    37000.0
    41000.0     43000.0     43000.0    43000.0    43000.0    43000.0    43000.0
#
# ALT   10000
    16000.0     17000.0     19500.0    21000.0    26000.0    33000.0    35000.0
    38000.0     41000.0     44000.0    44000.0    44000.0    44000.0    44000.0
#
# ALT   15000
    11000.0     13000.0     16000.0    17000.0    22000.0    27000.0    29000.0
    32000.0     36000.0     36000.0    42000.0    42000.0    43000.0    43000.0
#
# ALT   20000
     8000.0      9000.0     11000.0    12500.0    18700.0    23100.0    25000.0
    28000.0     30000.0     36000.0    42000.0    42000.0    43000.0    43000.0
#
# ALT   35000
     6000.0      7000.0      7000.0     7500.0     8500.0    10000.0    12000.0
    15000.0     17000.0     21500.0    27000.0    29500.0    32500.0    32500.0
#
# ALT   50000
     1000.0      1500.0      2000.0     2500.0     3200.0     6100.0     7000.0
     8000.0      9000.0     11500.0    13000.0    15000.0    17000.0    17000.0
#
# ALT  70000
        0.0         0.0         0.0        0.0        0.0        0.0        0.0
        0.0         0.0         0.0        0.0        0.0        0.0        0.0
#
#     Roll Data
#
#
#     ALPHA BREAKPOINTS
#
# num ALPHA        
7
   -10.0     0.0    10.0    20.0    30.0    40.0	90.0
#
#     DYNAMIC PRESSURE BREAKPOINTS
#
# num QBAR         
14
     0.0   100.0   200.0   300.0   400.0   500.0   600.0
   700.0   800.0   900.0  1000.0  1100.0  1200.0  2000.0 
#
# Table Scale
1.0
#
#     RCMDMX - PEAK ROLL RATE 
#
# ALPHA -10.0
    50.0   150.0   225.0   250.0   250.0   250.0   250.0
   250.0   250.0   250.0   250.0   250.0   250.0   250.0
#
# ALPHA   0.0
    50.0   150.0   225.0   250.0   250.0   250.0   250.0
   250.0   250.0   250.0   250.0   250.0   250.0   250.0
#
# ALPHA  10.0
    50.0   150.0   225.0   250.0   250.0   250.0   250.0
   250.0   250.0   250.0   250.0   250.0   250.0   250.0
#
# ALPHA  20.0
    37.5   112.5   168.8   187.5   187.5   187.5   187.5
   187.5   187.5   187.5   187.5   187.5   187.5   187.5
#
# ALPHA  30.0
    25.0    75.0   112.5   125.0   125.0   125.0   125.0
   125.0   125.0   125.0   125.0   125.0   125.0   125.0
#
# ALPHA  40.0
     2.5    15.0    22.0    30.0    30.0    30.0    30.0
    30.0    30.0    30.0    30.0    30.0    30.0    30.0
#
# ALPHA  90.0
     0.0     0.0     0.0     0.0     0.0     0.0     0.0
     0.0     0.0     0.0     0.0     0.0     0.0     0.0
#
#
#Num Limiters
17
#
#Type	Key		Values
#Neg G Limiter
	0	0		250.0	-3.0	100.0	0.0
#Pos G Limiter (Cat I)
	3	1		15.0	9.0		20.4	7.3		25.0	1.0
#Roll Rate Limiter
	0	2		15.0	1.0		29.0	0.0
#Yaw Alpha Limiter
	0	3		14.0	1.0		26.0	0.0
#Yaw Roll Rate Limiter
	0	4		20.0	1.0		360.0	0.0
#Cat III Command Type
	0	5		100.0	7.0		420.0	15.0
#Cat III AOA Limiter
	1	6		17.0	
#Cat III Roll Rate Limiter
	2	7		0.6
#Cat III Yaw Alpha Limiter
	0	8		3.0		1.0		15.0	0.0
#Cat III Yaw Roll Rate Limiter
	0	9		20.0	1.0		180.0	0.0
#Pitch and Yaw Control Damper
	3	10		50.0		1.0		15.0	0.85	0.0		0.3
#Roll Control Damper
	3	11		50.0		1.0		15.0	0.85	0.0		0.6
#Command Type
	1	12		15.0
#Low Speed Omega
	3	13		60.0	1.0		40.0	0.8		0.01	0.1
#Stores Drag
	0	14		0.9		0.00024		1.0		0.00033
#Cat III Max Gs
	1	16		6.0
#AOA Limiter
	1	17		30.0
END OF DATA
